스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1,전라남도,화순군,전라남도 화순군 사평면 사평리 369-1,전라남도 화순군 사평면 사평리 369-1,전라남도 화순군 사평면 사평리 369-1,35.0060007,127.0982022,01,N,조도센서,,N,N,N,N,N,N,스마트조명지킴이,위치+고장수리서비스,,,화순군,061-379-3742,2020-12-18,4900000,전라남도 화순군
1,전라남도,화순군,전라남도 화순군 사평면 사수리 593-5,전라남도 화순군 사평면 사수리 593-5,전라남도 화순군 사평면 사수리 593-5,34.996519,127.134635,01,N,조도센서,,N,N,N,N,N,N,스마트조명지킴이,위치+고장수리서비스,,,화순군,061-379-3742,2020-12-18,4900000,전라남도 화순군
1,전라남도,화순군,전라남도 화순군 사평면 내리 621-1,전라남도 화순군 사평면 내리 621-1,전라남도 화순군 사평면 내리 621-1,35.034071,127.131392,01,N,조도센서,,N,N,N,N,N,N,스마트조명지킴이,위치+고장수리서비스,,,화순군,061-379-3742,2020-12-18,4900000,전라남도 화순군
1,부산광역시,서구,베드로산부인과∼ 구덕운동장간( 6412720 ),,부산광역시 서구 동대신동3가 351-1,35.11349896,129.0161381,3,Y,해당없음,,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2021-10-13,3260000,부산광역시 서구
1,전라남도,화순군,전라남도 화순군 사평면 사평리 921-2,전라남도 화순군 사평면 사평리 921-2,전라남도 화순군 사평면 사평리 921-2,35.007514,127.092152,01,N,조도센서,,N,N,N,N,N,N,스마트조명지킴이,위치+고장수리서비스,,,화순군,061-379-3742,2020-12-18,4900000,전라남도 화순군
1,충청북도,진천군,교학로,충청북도 진천군 덕산읍 교학로 7 한국교육개발원,충청북도 진천군 덕산읍 두촌리 2842,36.8971089,127.5363201,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교학로,,충청북도 진천군 덕산읍 두촌리 2843,36.8968022,127.5362547,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교학로,,충청북도 진천군 덕산읍 두촌리 2843,36.8960648,127.5366631,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대하로,,충청북도 진천군 덕산읍 두촌리 2848,36.895683,127.5266346,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대하로,,충청북도 진천군 덕산읍 두촌리 2855,36.898365,127.5257653,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대하로,,충청북도 진천군 덕산읍 두촌리 2855,36.8960065,127.5264082,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,선옥1길,,충청북도 진천군 덕산읍 두촌리 2976,36.896701,127.5334053,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,선옥1길,,충청북도 진천군 덕산읍 두촌리 2991,36.8963529,127.5319621,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,선옥로,,충청북도 진천군 덕산읍 두촌리 3016,36.8957908,127.5334109,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,여안3길,,충청북도 진천군 덕산읍 두촌리 3067,36.9108477,127.530671,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월로,충청북도 진천군 덕산읍 대월로 91,충청북도 진천군 덕산읍 두촌리 3147,36.90224165,127.5387347,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 618,36.8940425,127.533399,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,도하3길,,충청북도 진천군 문백면 도하리 669-274,36.7601074,127.4428034,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,배티로,충청북도 진천군 백곡면 배티로 663-13 배티성지,충청북도 진천군 백곡면 양백리 471-9,36.85047896,127.4399036,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,문화로,충청북도 진천군 진천읍 문화로 78,충청북도 진천군 진천읍 교성리 152-2,36.85224833,127.4409812,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,중앙서로,충청북도 진천군 진천읍 중앙서로 86,충청북도 진천군 진천읍 교성리 176-3,36.85395563,127.4499524,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,원덕로,충청북도 진천군 진천읍 문화12길 48,충청북도 진천군 진천읍 교성리 4-6,36.84580519,127.4395987,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대학로,충청북도 진천군 진천읍 대학로66,충청북도 진천군 진천읍 교성리 산 15-78,36.84580519,127.4395987,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대학로,충청북도 진천군 진천읍 대학로66,충청북도 진천군 진천읍 교성리 산 15-78,36.85768328,127.4352397,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,예지로,,충청북도 진천군 덕산읍 두촌리 2508,36.9018779,127.5321845,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,정통로,,충청북도 진천군 덕산읍 두촌리 2597,36.905167,127.5437451,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,정통로,,충청북도 진천군 덕산읍 두촌리 2597,36.9025021,127.5397325,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2600,36.9033999,127.5458988,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월로,충청북도 진천군 덕산읍 대월로 90,충청북도 진천군 덕산읍 두촌리 2609,36.9019012,127.5390959,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.573948,126.837157,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
1,충청북도,진천군,대월2길,충청북도 진천군 덕산읍 대월2길 26-2,충청북도 진천군 덕산읍 두촌리 2644,36.90064563,127.5385799,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월2길,,충청북도 진천군 덕산읍 두촌리 2666,36.9003674,127.5400034,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대하로,충청북도 진천군 덕산읍 대하로 87-1,충청북도 진천군 덕산읍 두촌리 2718,36.90241715,127.5309762,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월로,,충청북도 진천군 덕산읍 두촌리 2740,36.900953,127.5322261,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,연미1길,,충청북도 진천군 덕산읍 두촌리 2743,36.9004822,127.5292815,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,양지로,,충청북도 진천군 덕산읍 두촌리 2748,36.8987445,127.5282764,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월로,,충청북도 진천군 덕산읍 두촌리 2758,36.8986616,127.5300868,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월1길,,충청북도 진천군 덕산읍 두촌리 2760,36.8986804,127.5349081,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대월1길,,충청북도 진천군 덕산읍 두촌리 2769,36.8994104,127.5349149,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.8970689,127.5307102,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.8955893,127.5261645,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.8952222,127.5263233,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.8968355,127.5309361,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.8983393,127.535258,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2826,36.9002968,127.5403853,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2827,36.8988601,127.5370838,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,교연로,,충청북도 진천군 덕산읍 두촌리 2839,36.8978475,127.5385598,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 2-17,37.576315,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 2-17,37.576181,126.837296,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 2-17,37.532011,126.845162,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 2-17,37.535956,126.842193,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.530656,126.844245,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.537672,126.858851,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.553499,126.866015,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.551503,126.865085,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.552148,126.864947,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,,126.836922,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.574217,126.837061,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.573677,126.837165,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.573459,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.573281,126.837153,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.572892,126.837127,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,,126.837119,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.572478,126.837134,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19,3150000,서울특별시 강서구
1,충청북도,진천군,대하로,,충청북도 진천군 덕산읍 두촌리 2447,36.9060682,127.5361501,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,대하로,,충청북도 진천군 덕산읍 두촌리 2447,36.9045963,127.5336604,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,원봉로,,충청북도 진천군 덕산읍 두촌리 2491,36.9034584,127.5330614,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,원봉로,,충청북도 진천군 덕산읍 두촌리 2500,36.903853,127.532554,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,여안로,,충청북도 진천군 덕산읍 두촌리 2501,36.9027746,127.5274496,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청북도,진천군,연미로,,충청북도 진천군 덕산읍 두촌리 2503,36.8983465,127.5301975,1,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함+제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2021-09-06,4450000,충청북도 진천군
1,충청남도,서산시,안견로,충청남도 서산시 안견로 415,충청남도 서산시 읍내동 621-3,36.78237223,126.4431686,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 421,충청남도 서산시 읍내동 722-2,36.78275681,126.4424744,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 421,충청남도 서산시 읍내동 621-3,36.78259666,126.4429878,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 63-4,충청남도 서산시 동문동 684-18,36.7888298,126.453125,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 724-4,36.78291702,126.4423447,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 421,충청남도 서산시 읍내동 722-3,36.78262329,126.4423294,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 873,36.78270721,126.4419632,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 874,36.78282928,126.4415741,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 724-4,36.78309631,126.4421844,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 421,충청남도 서산시 읍내동 624-8,36.78293764,126.4426828,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 724-4,36.7832756,126.4420471,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 624-8,36.7832518,126.4424229,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 724-4,36.78343897,126.4419019,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 624-8,36.78356602,126.4421741,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
1,충청남도,서산시,안견로,충청남도 서산시 안견로 457,충청남도 서산시 읍내동 611-35,36.78375095,126.441656,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어/길찾기 기능 제공,,2021,서산시,041-660-2389,2021-09-30,4530000,충청남도 서산시
